Category,Topic,Tonality,Summary
SMRT Buses,Financials,Neutral ,"LTA has received 10 bids for the second government bus tender, which closed at noon on Friday (14 Aug). The winning bidder will run 25 bus routes in the Punggol and Pasir Ris area under the Loyang package. Of the bids, three were submitted by local firms, four by foreign players and three by joint ventures. Local companies bidding are SBS Transit, SMRT and Woodlands Transport, while the foreign entities are Busways (Australia), Keolis (France), RATP Dev Transdev Asia (RDTA) (France) and Go-Ahead (Britain). The consortiums are: Travel GSH (Singapore) and Jiaoyun Group Corp (China); Kok Tong Transport & Engineering Works (Singapore) and Jinan Public Transportation Corp (China); and Tian San Shipping (Singapore) and Kumho Construction & Engineering (South Korea). SMRT confirmed that they have submitted a bid for the tender.

Transport Minister Lui Tuck Yew said: “We are going to evaluate the bids over the next 10 weeks or so… Again, it will be based on quality and price, same factors as what we used last time.”
"
SMRT Buses,Financials,Neutral ,"LTA has received 10 bids for the second government bus tender, which closed at noon on Friday (14 Aug). The winning bidder will run 25 bus routes in the Punggol and Pasir Ris area under the Loyang package. Of the bids, three were submitted by local firms, four by foreign players and three by joint ventures. Local companies bidding are SBS Transit, SMRT and Woodlands Transport, while the foreign entities are Busways (Australia), Keolis (France), RATP Dev Transdev Asia (RDTA) (France) and Go-Ahead (Britain). The consortiums are: Travel GSH (Singapore) and Jiaoyun Group Corp (China); Kok Tong Transport & Engineering Works (Singapore) and Jinan Public Transportation Corp (China); and Tian San Shipping (Singapore) and Kumho Construction & Engineering (South Korea). SMRT confirmed that they have submitted a bid for the tender.

Transport Minister Lui Tuck Yew said: “We are going to evaluate the bids over the next 10 weeks or so… Again, it will be based on quality and price, same factors as what we used last time.”
"
SMRT Buses,Financials,Neutral ,"LTA has received 10 bids for the second government bus tender, which closed at noon on Friday (14 Aug). The winning bidder will run 25 bus routes in the Punggol and Pasir Ris area under the Loyang package. Of the bids, three were submitted by local firms, four by foreign players and three by joint ventures. Local companies bidding are SBS Transit, SMRT and Woodlands Transport, while the foreign entities are Busways (Australia), Keolis (France), RATP Dev Transdev Asia (RDTA) (France) and Go-Ahead (Britain). The consortiums are: Travel GSH (Singapore) and Jiaoyun Group Corp (China); Kok Tong Transport & Engineering Works (Singapore) and Jinan Public Transportation Corp (China); and Tian San Shipping (Singapore) and Kumho Construction & Engineering (South Korea). SMRT confirmed that they have submitted a bid for the tender.

Transport Minister Lui Tuck Yew said: “We are going to evaluate the bids over the next 10 weeks or so… Again, it will be based on quality and price, same factors as what we used last time.”
"
SMRT Buses,Financials,Neutral ,"LTA has received 10 bids for the second government bus tender, which closed at noon on Friday (14 Aug). The winning bidder will run 25 bus routes in the Punggol and Pasir Ris area under the Loyang package. Of the bids, three were submitted by local firms, four by foreign players and three by joint ventures. Local companies bidding are SBS Transit, SMRT and Woodlands Transport, while the foreign entities are Busways (Australia), Keolis (France), RATP Dev Transdev Asia (RDTA) (France) and Go-Ahead (Britain). The consortiums are: Travel GSH (Singapore) and Jiaoyun Group Corp (China); Kok Tong Transport & Engineering Works (Singapore) and Jinan Public Transportation Corp (China); and Tian San Shipping (Singapore) and Kumho Construction & Engineering (South Korea). SMRT confirmed that they have submitted a bid for the tender.

Transport Minister Lui Tuck Yew said: “We are going to evaluate the bids over the next 10 weeks or so… Again, it will be based on quality and price, same factors as what we used last time.”
"
SMRT Trains,Repair/Maintenance ,Positive ,"The commentary says the local public transport system will improve with each passing day as both LTA and operators are heading in the right direction to improve the situation. However, it cited Transport Minister Lui Tuck Yew's words that maintenance of existing system would require more resources and manpower. The inadequate maintenance was evident in the failed third rail insulator due to tunnel leak, which resulted in the massive train breakdown along North South and East West Line in July.  "
SMRT Trains,Delay/Disruption,Negative,"Train breakdowns, workplace discrimination are part of the focus for Monday's Parliament sitting. Train breakdowns will come under the spotlight, with Mr Lim Biow Chuan asking Transport Minister Lui Tuck Yew whether SMRT contingency plans to provide alternative transport during an MRT breakdown have been reviewed and approved. His question brings into focus the massive July 7 breakdown of the ageing North-South and East-West lines during the evening peak hours that affected 250,000 commuters."
Forum,,,"Reader, Shah Chin May, thanked Transport Minister Lui Tuck Yew for contributing to Singapore’s transport. Despite the major MRT breakdown last month, reader claimed that people must accept that the trains broke down as it is inevitable for trains to experience wear and tear. Although some would argue that SMRT should have better train maintenance, it is more important to look at the measures SMRT is taking, such as sleeper replacement works, to reduce the breakdowns. Furthermore, new lines are also being built. Train operating times have even been extended for Singaporeans’ travelling convenience, reducing the time for maintaining and replacing the tracks."
Forum,,,"Reader, Lim Ai Tiong, highlighted the issue of having private operators running public transport in Singapore. He claimed that SMRT will always have the daunting and contradictory tasks of keeping fares affordable while spending more to maintain the ageing system. Therefore, public transport must be owned, run and funded by the state to make the system viable and reliable. Until public transport is nationalised, there would be conflicting agendas and issues, and the Transport Minister’s portfolio will remain a poisoned chalice."
SMRT Trains,Delay/Disruption,Negative,"This was a delayed evening news report as a result of signal fault at Bishan Station on 13 Aug. Train service on the North-South MRT line was delayed for nearly two hours on Thursday (Aug 13) during the evening peak hour. At 6.32pm on Thursday, SMRT tweeted that commuters should expect an additional 10 minutes’ travelling time from Marina Bay to Ang Mo Kio, towards Jurong East. This was due to a track fault near Bishan, said the transport operator. In an update at 7.00pm, SMRT said commuters should expect an additional 15 minutes’ travelling time instead."
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Corporate,Delay/Disruption,Neutral ,"Trunk bus services calling at MRT stations hit by major breakdowns will be ramped up to provide alternative travel options for commuters, Senior Minister of State for Transport Josephine Teo said.  These options are part of an improved contingency plan recently put in place by LTA after July 7's massive breakdown of the North-South and East-West lines.Depending on the scale of the rail disruption, buses may also be diverted from other routes with lower demand to help ease the crunch, she told Parliament yesterday.  Mrs Teo was responding to a question from Mr Lim Biow Chuan (Mountbatten) on whether contingency plans to handle major rail breakdowns have been reviewed. She replied a review was indeed conducted and it was found that the contingency plans of rail operator SMRT were “not adequate” to handle the scale of the breakdown.

“The capacity of alternative travel connections between the heartland and the city need considerable strengthening, and would required  significantly more resources beyond SMRT’s to mitigate the impact”, she added.

Responding to another question by Mr Cedric Foo, on whether investments could be better made to prevent major rail disruptions, through redundancy or isolating breakdowns to specific rail segments, rather than to invest in a large-scale contingency plan that would involve tapping resources of buses and drivers, she said that given the ageing rail system, resources have to be concurrently invested in preventive maintenance and improving contingency plans.

“If and when an incident were to happen, it is reasonable for commuters to expect that the management of it ought to be up to mark,” she said.
"
SMRT Trains,Repair/Maintenance ,Neutral ,"Transport Minister Mr Lui Tuck Yew and WP Non-Constituency MP Gerald Giam had a protracted debate over the lifespan of rail assets and the need for replacements. Mr Giam said rail operator SMRT's website indicates that some rail assets had not been replaced in a timely manner and could have caused disruptions to train services. Mr Lui, however, said parts typically wear out at different rates, and are replaced on an ad-hoc basis. Using the example of timber sleepers, he told Parliament that while two different sets were used, those which were installed later actually wore out more quickly. This is because of factors such as the type of wood used and how the wood was treated.

""The important thing is actually to monitor them on a consistent level, replace them on an ad-hoc basis as and when necessary,"" he said. He added there is a need to deconflict works that are ongoing, such as sleeper replacement and upgrading signalling system, but the replacement of third rail faced a “slight delay” and could be completed only by 2017.  When asked if replacement works could have started earlier, pre-2012, before the end of life of the system, Mr Lui replied that it is not always clear what the end of life is, and while estimates can be given, perfect foresight is as rare as 20/20 hindsight is common.

Mr Lui also said that the cost of replacement and renewal of the rail system is partially paid for by the Government, with the rest coming from rail operators. But lacklustre maintenance work has led to the system wearing out faster than it should, so the Government is making SMRT cover a larger portion of the cost than what was initially agreed, said Mr Lui.

Mr Giam also asked if it is the responsibility of LTA or the operators to initiate asset renewal and if there were any conflicts between LTA and SMRT. Mr Lui said it was the operator’s responsibility as it has the best idea of the condition of the components. He added that a “certain healthy tension” is expected between the two parties as one does audit and feedback to the operator to take certain actions. He said joint teams report to him every three months and the LTA has stepped up planned and surprise audits on operators, and even embedded an audit team in SMRT itself. 
"
SMRT Trains,Repair/Maintenance ,Neutral ,"Transport Minister Mr Lui Tuck Yew and WP Non-Constituency MP Gerald Giam had a protracted debate over the lifespan of rail assets and the need for replacements. Mr Giam said rail operator SMRT's website indicates that some rail assets had not been replaced in a timely manner and could have caused disruptions to train services. Mr Lui, however, said parts typically wear out at different rates, and are replaced on an ad-hoc basis. Using the example of timber sleepers, he told Parliament that while two different sets were used, those which were installed later actually wore out more quickly. This is because of factors such as the type of wood used and how the wood was treated.

""The important thing is actually to monitor them on a consistent level, replace them on an ad-hoc basis as and when necessary,"" he said. He added there is a need to deconflict works that are ongoing, such as sleeper replacement and upgrading signalling system, but the replacement of third rail faced a “slight delay” and could be completed only by 2017.  When asked if replacement works could have started earlier, pre-2012, before the end of life of the system, Mr Lui replied that it is not always clear what the end of life is, and while estimates can be given, perfect foresight is as rare as 20/20 hindsight is common.

Mr Lui also said that the cost of replacement and renewal of the rail system is partially paid for by the Government, with the rest coming from rail operators. But lacklustre maintenance work has led to the system wearing out faster than it should, so the Government is making SMRT cover a larger portion of the cost than what was initially agreed, said Mr Lui.

Mr Giam also asked if it is the responsibility of LTA or the operators to initiate asset renewal and if there were any conflicts between LTA and SMRT. Mr Lui said it was the operator’s responsibility as it has the best idea of the condition of the components. He added that a “certain healthy tension” is expected between the two parties as one does audit and feedback to the operator to take certain actions. He said joint teams report to him every three months and the LTA has stepped up planned and surprise audits on operators, and even embedded an audit team in SMRT itself. 
"
